8.000000	8.100000	8.050000	30
8.100000	8.200000	8.150000	0
8.200000	8.300000	8.250000	9
8.300000	8.400000	8.350000	13
8.400000	8.500000	8.450000	13
8.500000	8.600000	8.550000	20
8.600000	8.700000	8.650000	0
8.700000	8.800000	8.750000	10
8.800000	8.900000	8.850000	20
8.900000	9.000000	8.950000	9
9.000000	9.100000	9.050000	22
9.100000	9.200000	9.150000	0
9.200000	9.300000	9.250000	14
9.300000	9.400000	9.350000	5
9.400000	9.500000	9.450000	13
9.500000	9.600000	9.550000	14
9.600000	9.700000	9.650000	7
9.700000	9.800000	9.750000	12
9.800000	9.900000	9.850000	7
9.900000	10.000000	9.950000	8
10.000000	10.100000	10.050000	16
10.100000	10.200000	10.150000	16
10.200000	10.300000	10.250000	4
10.300000	10.400000	10.350000	14
10.400000	10.500000	10.450000	9
10.500000	10.600000	10.550000	6
10.600000	10.700000	10.650000	9
10.700000	10.800000	10.750000	9
10.800000	10.900000	10.850000	3
10.900000	11.000000	10.950000	8
11.000000	11.100000	11.050000	9
11.100000	11.200000	11.150000	5
11.200000	11.300000	11.250000	8
11.300000	11.400000	11.350000	8
11.400000	11.500000	11.450000	9
11.500000	11.600000	11.550000	9
11.600000	11.700000	11.650000	7
11.700000	11.800000	11.750000	4
11.800000	11.900000	11.850000	3
11.900000	12.000000	11.950000	8
12.000000	12.100000	12.050000	4
12.100000	12.200000	12.150000	3
12.200000	12.300000	12.250000	9
12.300000	12.400000	12.350000	11
12.400000	12.500000	12.450000	12
12.500000	12.600000	12.550000	10
12.600000	12.700000	12.650000	6
12.700000	12.800000	12.750000	9
12.800000	12.900000	12.850000	5
12.900000	13.000000	12.950000	5
13.000000	13.100000	13.050000	8
13.100000	13.200000	13.150000	5
13.200000	13.300000	13.250000	7
13.300000	13.400000	13.350000	4
13.400000	13.500000	13.450000	7
13.500000	13.600000	13.550000	10
13.600000	13.700000	13.650000	5
13.700000	13.800000	13.750000	13
13.800000	13.900000	13.850000	6
13.900000	14.000000	13.950000	6
14.000000	14.100000	14.050000	8
14.100000	14.200000	14.150000	9
14.200000	14.300000	14.250000	5
14.300000	14.400000	14.350000	11
14.400000	14.500000	14.450000	6
14.500000	14.600000	14.550000	10
14.600000	14.700000	14.650000	5
14.700000	14.800000	14.750000	7
14.800000	14.900000	14.850000	6
14.900000	15.000000	14.950000	12
15.000000	15.100000	15.050000	5
15.100000	15.200000	15.150000	12
15.200000	15.300000	15.250000	8
15.300000	15.400000	15.350000	9
15.400000	15.500000	15.450000	6
15.500000	15.600000	15.550000	9
15.600000	15.700000	15.650000	8
15.700000	15.800000	15.750000	8
15.800000	15.900000	15.850000	8
15.900000	16.000000	15.950000	13
16.000000	16.100000	16.050000	6
16.100000	16.200000	16.150000	16
16.200000	16.300000	16.250000	0
16.300000	16.400000	16.350000	7
16.400000	16.500000	16.450000	4
16.500000	16.600000	16.550000	7
16.600000	16.700000	16.650000	15
16.700000	16.800000	16.750000	0
16.800000	16.900000	16.850000	10
16.900000	17.000000	16.950000	5
17.000000	17.100000	17.050000	10
17.100000	17.200000	17.150000	16
17.200000	17.300000	17.250000	0
17.300000	17.400000	17.350000	6
17.400000	17.500000	17.450000	6
17.500000	17.600000	17.550000	11
17.600000	17.700000	17.650000	16
17.700000	17.800000	17.750000	0
17.800000	17.900000	17.850000	7
17.900000	18.000000	17.950000	4
18.000000	18.100000	18.050000	11
18.100000	18.200000	18.150000	12
18.200000	18.300000	18.250000	0
18.300000	18.400000	18.350000	10
18.400000	18.500000	18.450000	13
18.500000	18.600000	18.550000	5
18.600000	18.700000	18.650000	10
18.700000	18.800000	18.750000	0
18.800000	18.900000	18.850000	10
18.900000	19.000000	18.950000	7
19.000000	19.100000	19.050000	3
19.100000	19.200000	19.150000	6
19.200000	19.300000	19.250000	6
19.300000	19.400000	19.350000	4
19.400000	19.500000	19.450000	6
19.500000	19.600000	19.550000	9
19.600000	19.700000	19.650000	3
19.700000	19.800000	19.750000	6
19.800000	19.900000	19.850000	10
19.900000	20.000000	19.950000	9
